CODIGO_MESA_2019,CODIGO_CIRCUITO_2017
0101306315X,01013000147
0101306316X,01013000147
0101306317X,01013000147
0101406318X,01014000148
0101406319X,01014000148
0101406320X,01014000148
0101406321X,01014000148
0101406322X,01014000148
0101406323X,01014000148
0101406324X,01014000148
0101406325X,01014000148
0101406326X,01014000148
0101406327X,01014000148
0101406328X,01014000148
0101406329X,01014000148
0101406330X,01014000148
0101406331X,01014000148
0101406332X,01014000148
0101406333X,01014000148
0101406334X,01014000148
0101406335X,01014000148
0101406336X,01014000148
0101406337X,01014000148
0101406338X,01014000148
0101406339X,01014000148
0101406340X,01014000148
0101406341X,01014000148
0101406342X,01014000148
0101406343X,01014000148
0101406344X,01014000148
0101406345X,01014000148
0101406346X,01014000148
0101406347X,01014000148
0101406348X,01014000148
0101406349X,01014000148
0101406350X,01014000148
0101406351X,01014000148
0101406352X,01014000148
0101406353X,01014000148
0101406354X,01014000148
0101406355X,01014000148
0101406356X,01014000148
0101406357X,01014000148
0101406358X,01014000148
0101406359X,01014000148
0101406360X,01014000148
0101406361X,01014000148
0101406362X,01014000148
0101406363X,01014000148
0101406364X,01014000148
0101406365X,01014000148
0101406366X,01014000148
0101406367X,01014000148
0101406368X,01014000148
0101406369X,01014000148
0101406370X,01014000148
0101406371X,01014000148
0101406372X,01014000148
0101406373X,01014000148
0101406374X,01014000148
0101406375X,01014000148
0101406376X,01014000148
0101406377X,01014000148
0101406378X,01014000148
0101406379X,01014000148
0101406380X,01014000148
0101406381X,01014000148
0101406382X,01014000148
0101406383X,01014000148
0101406384X,01014000149
0101406385X,01014000149
0101406386X,01014000149
0101406387X,01014000149
0101406388X,01014000149
0101406389X,01014000149
0101406390X,01014000149
0101406391X,01014000149
0101406392X,01014000149
0101406393X,01014000149
0101406394X,01014000149
0101406395X,01014000149
0101406396X,01014000149
0101406397X,01014000149
0101406398X,01014000149
0101406399X,01014000149
0101406400X,01014000149
0101406401X,01014000149
0101406402X,01014000149
0101406403X,01014000149
0101406404X,01014000149
0101406405X,01014000149
0101406406X,01014000149
0101406407X,01014000149
0101406408X,01014000149
0101406409X,01014000149
0101406410X,01014000149
0101406411X,01014000149
0101406412X,01014000149
0101406413X,01014000149
0101406414X,01014000149
0101406415X,01014000149
0101406416X,01014000149
0101406417X,01014000149
0101406418X,01014000149
0101406419X,01014000149
0101406420X,01014000149
0101406421X,01014000149
0101406422X,01014000149
0101406423X,01014000149
0101406424X,01014000149
0101406425X,01014000149
0101406426X,01014000149
0101406427X,01014000149
0101406428X,01014000149
0101406429X,01014000149
0101406430X,01014000149
0101406431X,01014000149
0101406432X,01014000149
0101406433X,01014000149
0101406434X,01014000149
0101406435X,01014000149
0101406436X,01014000149
0101406437X,01014000149
0101406438X,01014000149
0101406439X,01014000149
0101406440X,01014000149
0101406441X,01014000149
0101406442X,01014000149
0101406443X,01014000149
0101406444X,01014000149
0101406445X,01014000149
0101406446X,01014000149
0101406447X,01014000149
0101406448X,01014000149
0101406449X,01014000149
0101406450X,01014000149
0101406451X,01014000149
0101406452X,01014000149
0101406453X,01014000149
0101406454X,01014000149
0101406455X,01014000149
0101406456X,01014000149
0101406457X,01014000149
0101406458X,01014000149
0101406459X,01014000150
0101406460X,01014000150
0101406461X,01014000150
0101406462X,01014000150
0101406463X,01014000150
0101406464X,01014000150
0101406465X,01014000150
0101406466X,01014000150
0101406467X,01014000150
0101406468X,01014000150
0101406469X,01014000150
0101406470X,01014000150
0101406471X,01014000150
0101406472X,01014000150
0101406473X,01014000150
0101406474X,01014000150
0101406475X,01014000150
0101406476X,01014000150
0101406477X,01014000150
0101406478X,01014000150
0101406479X,01014000150
0101406480X,01014000150
0101406481X,01014000150
0101406482X,01014000150
0101406483X,01014000150
0101406484X,01014000150
0101406485X,01014000150
0101406486X,01014000150
0101406487X,01014000150
0101406488X,01014000150
0101406489X,01014000150
0101406490X,01014000150
0101406491X,01014000150
0101406492X,01014000150
0101406493X,01014000150
0101406494X,01014000150
0101406495X,01014000150
0101406496X,01014000150
0101406497X,01014000150
0101406498X,01014000151
0101406499X,01014000151
0101406500X,01014000151
0101406501X,01014000151
0101406502X,01014000151
0101406503X,01014000151
0101406504X,01014000151
0101406505X,01014000151
0101406506X,01014000151
0101406507X,01014000151
0101406508X,01014000151
0101406509X,01014000151
0101406510X,01014000151
0101406511X,01014000151
0101406512X,01014000151
0101406513X,01014000151
0101406514X,01014000151
0101406515X,01014000151
0101406516X,01014000151
0101406517X,01014000151
0101406518X,01014000151
0101406519X,01014000151
0101406520X,01014000151
0101406521X,01014000151
0101406522X,01014000151
0101406523X,01014000151
0101406524X,01014000151
0101406525X,01014000151
0101406526X,01014000151
0101406527X,01014000151
0101406528X,01014000151
0101406529X,01014000151
0101406530X,01014000151
0101406531X,01014000151
0101406532X,01014000151
0101406533X,01014000151
0101406534X,01014000151
0101406535X,01014000151
0101406536X,01014000151
0101406537X,01014000151
0101406538X,01014000151
0101406539X,01014000151
0101406540X,01014000151
0101406541X,01014000151
0101406542X,01014000151
0101406543X,01014000151
0101406544X,01014000151
0101406545X,01014000151
0101406546X,01014000151
0101406547X,01014000151
0101406548X,01014000151
0101406549X,01014000151
0101406550X,01014000151
0101406551X,01014000151
0101406552X,01014000151
0101406553X,01014000151
0101406554X,01014000151
0101406555X,01014000151
0101406556X,01014000151
0101406557X,01014000151
0101406558X,01014000151
0101406559X,01014000151
0101406560X,01014000151
0101406561X,01014000151
0101406562X,01014000151
0101406563X,01014000151
0101406564X,01014000151
0101406565X,01014000151
0101406566X,01014000151
0101406567X,01014000151
0101406568X,01014000151
0101406569X,01014000151
0101406570X,01014000151
0101406571X,01014000151
0101406572X,01014000151
0101406573X,01014000151
0101406574X,01014000151
0101406575X,01014000152
0101406576X,01014000152
0101406577X,01014000152
0101406578X,01014000152
0101406579X,01014000152
0101406580X,01014000152
0101406581X,01014000152
0101406582X,01014000152
0101406583X,01014000152
0101406584X,01014000152
0101406585X,01014000152
0101406586X,01014000152
0101406587X,01014000152
0101406588X,01014000152
0101406589X,01014000152
0101406590X,01014000152
0101406591X,01014000152
0101406592X,01014000152
0101406593X,01014000152
0101406594X,01014000152
0101406595X,01014000152
0101406596X,01014000152
0101406597X,01014000152
0101406598X,01014000152
0101406599X,01014000152
0101406600X,01014000152
0101406601X,01014000152
0101406602X,01014000152
0101406603X,01014000152
0101406604X,01014000152
0101406605X,01014000152
0101406606X,01014000152
0101406607X,01014000152
0101406608X,01014000152
0101406609X,01014000152
0101406610X,01014000152
0101406611X,01014000152
0101406612X,01014000152
0101406613X,01014000152
0101406614X,01014000152
0101406615X,01014000152
0101406616X,01014000152
0101406617X,01014000152
0101406618X,01014000152
0101406619X,01014000152
0101406620X,01014000152
0101406621X,01014000152
0101406622X,01014000152
0101406623X,01014000152
0101406624X,01014000152
0101406625X,01014000152
0101406626X,01014000152
0101406627X,01014000152
0101406628X,01014000152
0101406629X,01014000152
0101406630X,01014000152
0101406631X,01014000152
0101406632X,01014000152
0101406633X,01014000152
0101406634X,01014000152
0101406635X,01014000153
0101406636X,01014000153
0101406637X,01014000153
0101406638X,01014000153
0101406639X,01014000153
0101406640X,01014000153
0101406641X,01014000153
0101406642X,01014000153
0101406643X,01014000153
0101406644X,01014000153
0101406645X,01014000153
0101406646X,01014000153
0101406647X,01014000153
0101406648X,01014000153
0101406649X,01014000153
0101406650X,01014000153
0101406651X,01014000153
0101406652X,01014000153
0101406653X,01014000153
0101406654X,01014000153
0101406655X,01014000153
0101406656X,01014000153
0101406657X,01014000153
0101406658X,01014000153
0101406659X,01014000153
0101406660X,01014000153
0101406661X,01014000153
0101406662X,01014000153
0101406663X,01014000153
0101406664X,01014000153
0101406665X,01014000153
0101406666X,01014000153
0101406667X,01014000153
0101406668X,01014000153
0101406669X,01014000153
0101406670X,01014000153
0101406671X,01014000153
0101406672X,01014000153
0101406673X,01014000153
0101406674X,01014000153
0101406675X,01014000153
0101406676X,01014000153
0101406677X,01014000153
0101406678X,01014000153
0101406679X,01014000153
0101406680X,01014000153
0101406681X,01014000153
0101406682X,01014000153
0101406683X,01014000153
0101406684X,01014000153
0101406685X,01014000153
0101406686X,01014000153
0101406687X,01014000153
0101406688X,01014000153
0101406689X,01014000153
0101406690X,01014000153
0101406691X,01014000153
0101406692X,01014000153
0101406693X,01014000153
0101406694X,01014000153
0101406695X,01014000153
0101406696X,01014000153
0101406697X,01014000153
0101406698X,01014000153
0101406699X,01014000153
0101406700X,01014000153
0101406701X,01014000153
0101406702X,01014000153
0101406703X,01014000153
0101406704X,01014000153
0101406705X,01014000154
0101406706X,01014000154
0101406707X,01014000154
0101406708X,01014000154
0101406709X,01014000154
0101406710X,01014000154
0101406711X,01014000154
0101406712X,01014000154
0101406713X,01014000154
0101406714X,01014000154
0101406715X,01014000154
0101406716X,01014000154
0101406717X,01014000154
0101406718X,01014000154
0101406719X,01014000154
0101406720X,01014000154
0101406721X,01014000154
0101406722X,01014000154
0101406723X,01014000154
0101406724X,01014000154
0101406725X,01014000154
0101406726X,01014000154
0101406727X,01014000154
0101406728X,01014000154
0101406729X,01014000154
0101406730X,01014000154
0101406731X,01014000154
0101406732X,01014000154
0101406733X,01014000154
0101406734X,01014000154
0101406735X,01014000154
0101406736X,01014000154
0101406737X,01014000154
0101406738X,01014000154
0101406739X,01014000154
0101406740X,01014000154
0101406741X,01014000154
0101406742X,01014000154
0101406743X,01014000154
0101406744X,01014000154
0101406745X,01014000154
0101406746X,01014000154
0101406747X,01014000154
0101406748X,01014000154
0101406749X,01014000154
0101406750X,01014000154
0101406751X,01014000154
0101406752X,01014000154
0101406753X,01014000154
0101406754X,01014000154
0101406755X,01014000154
0101406756X,01014000154
0101406757X,01014000154
0101406758X,01014000154
0101406759X,01014000154
0101406760X,01014000154
0101406761X,01014000154
0101406762X,01014000154
0101406763X,01014000154
0101406764X,01014000154
0101406765X,01014000154
0101406766X,01014000154
0101406767X,01014000154
0101406768X,01014000154
0101406769X,01014000154
0101406770X,01014000154
0101406771X,01014000154
0101406772X,01014000154
0101406773X,01014000154
0101406774X,01014000154
0101406775X,01014000154
0101406776X,01014000154
0101406777X,01014000154
0101406778X,01014000154
0101406779X,01014000154
0101406780X,01014000154
0101406781X,01014000154
0101406782X,01014000154
0101406783X,01014000154
0101406784X,01014000155
0101406785X,01014000155
0101406786X,01014000155
0101406787X,01014000155
0101406788X,01014000155
0101406789X,01014000155
0101406790X,01014000155
0101406791X,01014000155
0101406792X,01014000155
0101406793X,01014000155
0101406794X,01014000155
0101406795X,01014000155
0101406796X,01014000155
0101406797X,01014000155
0101406798X,01014000155
0101406799X,01014000155
0101406800X,01014000155
0101406801X,01014000155
0101406802X,01014000155
0101406803X,01014000155
0101406804X,01014000155
0101406805X,01014000155
0101406806X,01014000155
0101406807X,01014000155
0101406808X,01014000155
0101406809X,01014000155
0101406810X,01014000155
0101406811X,01014000155
0101406812X,01014000155
0101406813X,01014000155
0101406814X,01014000155
0101406815X,01014000155
0101406816X,01014000155
0101406817X,01014000155
0101406818X,01014000155
0101406819X,01014000155
0101406820X,01014000155
0101406821X,01014000155
0101406822X,01014000155
0101406823X,01014000155
0101406824X,01014000155
0101406825X,01014000155
0101406826X,01014000155
0101406827X,01014000155
0101406828X,01014000155
0101406829X,01014000155
0101406830X,01014000155
0101406831X,01014000155
0101406832X,01014000155
0101406833X,01014000155
0101406834X,01014000155
0101406835X,01014000155
0101406836X,01014000155
0101406837X,01014000155
0101406838X,01014000155
0101406839X,01014000155
0101406840X,01014000155
0101406841X,01014000155
0101406842X,01014000155
0101406843X,01014000155
0101406844X,01014000155
0101406845X,01014000155
0101406846X,01014000155
0101406847X,01014000155
0101406848X,01014000155
0101406849X,01014000155
0101406850X,01014000155
0101406851X,01014000155
0101406852X,01014000155
0101406853X,01014000155
0101406854X,01014000156
0101406855X,01014000156
0101406856X,01014000156
0101406857X,01014000156
0101406858X,01014000156
0101406859X,01014000156
0101406860X,01014000156
0101406861X,01014000156
0101406862X,01014000156
0101406863X,01014000156
0101406864X,01014000156
0101406865X,01014000156
0101406866X,01014000156
0101406867X,01014000156
0101406868X,01014000156
0101406869X,01014000156
0101406870X,01014000156
0101406871X,01014000156
0101406872X,01014000156
0101406873X,01014000156
0101406874X,01014000156
0101406875X,01014000156
0101406876X,01014000156
0101406877X,01014000156
0101406878X,01014000156
0101406879X,01014000156
0101406880X,01014000156
0101406881X,01014000156
0101406882X,01014000156
0101406883X,01014000156
0101406884X,01014000157
0101406885X,01014000157
0101406886X,01014000157
0101406887X,01014000157
0101406888X,01014000157
0101406889X,01014000157
0101406890X,01014000157
0101406891X,01014000157
0101406892X,01014000157
0101406893X,01014000157
0101406894X,01014000157
0101406895X,01014000157
0101406896X,01014000157
0101406897X,01014000157
0101406898X,01014000157
0101406899X,01014000157
0101406900X,01014000157
0101406901X,01014000157
0101406902X,01014000157
0101406903X,01014000157
0101406904X,01014000157
0101406905X,01014000157
0101406906X,01014000157
0101406907X,01014000157
0101406908X,01014000157
0101406909X,01014000157
0101406910X,01014000157
0101406911X,01014000157
0101406912X,01014000157
0101406913X,01014000157
0101406914X,01014000157
0101406915X,01014000157
0101406916X,01014000157
0101406917X,01014000157
0101406918X,01014000157
0101406919X,01014000157
0101406920X,01014000157
0101406921X,01014000157
0101406922X,01014000157
0101406923X,01014000157
0101406924X,01014000157
0101406925X,01014000157
0101406926X,01014000157
0101406927X,01014000157
0101406928X,01014000157
0101406929X,01014000157
0101406930X,01014000157
0101506931X,01015000158
0101506932X,01015000158
0101506933X,01015000158
0101506934X,01015000158
0101506935X,01015000158
0101506936X,01015000158
0101506937X,01015000158
0101506938X,01015000158
0101506939X,01015000158
0101506940X,01015000158
0101506941X,01015000158
0101506942X,01015000158
0101506943X,01015000158
0101506944X,01015000158
0101506945X,01015000158
0101506946X,01015000158
0101506947X,01015000158
0101506948X,01015000158
0101506949X,01015000158
0101506950X,01015000158
0101506951X,01015000158
0101506952X,01015000158
0101506953X,01015000158
0101506954X,01015000158
0101506955X,01015000158
0101506956X,01015000158
0101506957X,01015000158
0101506958X,01015000158
0101506959X,01015000158
0101506960X,01015000158
0101506961X,01015000158
0101506962X,01015000158
0101506963X,01015000158
0101506964X,01015000158
0101506965X,01015000158
0101506966X,01015000158
0101506967X,01015000158
0101506968X,01015000158
0101506969X,01015000158
0101506970X,01015000158
0101506971X,01015000158
0101506972X,01015000158
0101506973X,01015000158
0101506974X,01015000158
0101506975X,01015000158
0101506976X,01015000158
0101506977X,01015000158
0101506978X,01015000158
0101506979X,01015000158
0101506980X,01015000158
0101506981X,01015000158
0101506982X,01015000158
0101506983X,01015000158
0101506984X,01015000158
0101506985X,01015000158
0101506986X,01015000158
0101506987X,01015000158
0101506988X,01015000158
0101506989X,01015000159
0101506990X,01015000159
0101506991X,01015000159
0101506992X,01015000159
0101506993X,01015000159
0101506994X,01015000159
0101506995X,01015000159
0101506996X,01015000159
0101506997X,01015000159
0101506998X,01015000159
0101506999X,01015000159
0101507000X,01015000159
0101507001X,01015000159
0101507002X,01015000159
0101507003X,01015000159
0101507004X,01015000159
0101507005X,01015000159
0101507006X,01015000159
0101507007X,01015000159
0101507008X,01015000159
0101507009X,01015000159
0101507010X,01015000159
0101507011X,01015000159
0101507012X,01015000159
0101507013X,01015000159
0101507014X,01015000159
0101507015X,01015000159
0101507016X,01015000159
0101507017X,01015000159
0101507018X,01015000159
0101507019X,01015000159
0101507020X,01015000159
0101507021X,01015000159
0101507022X,01015000159
0101507023X,01015000159
0101507024X,01015000159
0101507025X,01015000160
0101507026X,01015000160
0101507027X,01015000160
0101507028X,01015000160
0101507029X,01015000160
0101507030X,01015000160
0101507031X,01015000160
0101507032X,01015000160
0101507033X,01015000160
0101507034X,01015000160
0101507035X,01015000160
0101507036X,01015000160
0101507037X,01015000160
0101507038X,01015000160
0101507039X,01015000160
0101507040X,01015000160
0101507041X,01015000160
0101507042X,01015000160
0101507043X,01015000160
0101507044X,01015000160
0101507045X,01015000160
0101507046X,01015000160
0101507047X,01015000160
0101507048X,01015000160
0101507049X,01015000160
0101507050X,01015000160
0101507051X,01015000160
0101507052X,01015000160
0101507053X,01015000160
0101507054X,01015000160
0101507055X,01015000160
0101507056X,01015000160
0101507057X,01015000160
0101507058X,01015000160
0101507059X,01015000160
0101507060X,01015000160
0101507061X,01015000160
0101507062X,01015000160
0101507063X,01015000160
0101507064X,01015000160
0101507065X,01015000160
0101507066X,01015000160
0101507067X,01015000160
0101507068X,01015000160
0101507069X,01015000160
0101507070X,01015000160
0101507071X,01015000160
0101507072X,01015000160
0101507073X,01015000160
0101507074X,01015000160
0101507075X,01015000160
0101507076X,01015000160
0101507077X,01015000160
0101507078X,01015000160
0101507079X,01015000160
0101507080X,01015000160
0101507081X,01015000160
0101507082X,01015000160
0101507083X,01015000160
0101507084X,01015000160
0101507085X,01015000160
0101507086X,01015000160
0101507087X,01015000160
0101507088X,01015000160
0101507089X,01015000160
0101507090X,01015000160
0101507091X,01015000160
0101507092X,01015000161
0101507093X,01015000161
0101507094X,01015000161
0101507095X,01015000161
0101507096X,01015000161
0101507097X,01015000161
0101507098X,01015000161
0101507099X,01015000161
0101507100X,01015000161
0101507101X,01015000161
0101507102X,01015000161
0101507103X,01015000161
0101507104X,01015000161
0101507105X,01015000161
0101507106X,01015000161
0101507107X,01015000161
0101507108X,01015000161
0101507109X,01015000161
0101507110X,01015000161
0101507111X,01015000161
0101507112X,01015000161
0101507113X,01015000161
0101507114X,01015000161
0101507115X,01015000161
0101507116X,01015000161
0101507117X,01015000161
0101507118X,01015000161
0101507119X,01015000161
0101507120X,01015000161
0101507121X,01015000161
0101507122X,01015000161
0101507123X,01015000161
0101507124X,01015000161
0101507125X,01015000161
0101507126X,01015000161
0101507127X,01015000161
0101507128X,01015000161
0101507129X,01015000161
0101507130X,01015000161
0101507131X,01015000161
0101507132X,01015000161
0101507133X,01015000161
0101507134X,01015000161
0101507135X,01015000161
0101507136X,01015000161
0101507137X,01015000161
0101507138X,01015000161
0101507139X,01015000161
0101507140X,01015000161
0101507141X,01015000161
0101507142X,01015000161
0101507143X,01015000161
0101507144X,01015000161
0101507145X,01015000161
0101507146X,01015000161
0101507147X,01015000161
0101507148X,01015000161
0101507149X,01015000161
0101507150X,01015000161
0101507151X,01015000162
0101507152X,01015000162
0101507153X,01015000162
0101507154X,01015000162
0101507155X,01015000162
0101507156X,01015000162
0101507157X,01015000162
0101507158X,01015000162
0101507159X,01015000162
0101507160X,01015000162
0101507161X,01015000162
0101507162X,01015000162
0101507163X,01015000162
0101507164X,01015000162
0101507165X,01015000162
0101507166X,01015000162
0101507167X,01015000162
0101507168X,01015000162
0101507169X,01015000162
0101507170X,01015000162
0101507171X,01015000162
0101507172X,01015000162
0101507173X,01015000162
0101507174X,01015000162
0101507175X,01015000162
0101507176X,01015000162
0101507177X,01015000162
0101507178X,01015000162
0101507179X,01015000162
0101507180X,01015000162
0101507181X,01015000162
0101507182X,01015000162
0101507183X,01015000162
0101507184X,01015000162
0101507185X,01015000162
0101507186X,01015000162
0101507187X,01015000162
0101507188X,01015000162
0101507189X,01015000162
0101507190X,01015000162
0101507191X,01015000162
0101507192X,01015000162
0101507193X,01015000162
0101507194X,01015000162
0101507195X,01015000162
0101507196X,01015000162
0101507197X,01015000162
0101507198X,01015000162
0101507199X,01015000162
0101507200X,01015000163
0101507201X,01015000163
0101507202X,01015000163
0101507203X,01015000163
0101507204X,01015000163
0101507205X,01015000163
0101507206X,01015000163
0101507207X,01015000163
0101507208X,01015000163
0101507209X,01015000163
0101507210X,01015000163
0101507211X,01015000163
0101507212X,01015000163
0101507213X,01015000163
0101507214X,01015000163
0101507215X,01015000163
0101507216X,01015000163
0101507217X,01015000163
0101507218X,01015000163
0101507219X,01015000163
0101507220X,01015000163
0101507221X,01015000163
0101507222X,01015000163
0101507223X,01015000163
0101507224X,01015000163
0101507225X,01015000163
0101507226X,01015000163
0101507227X,01015000163
0101507228X,01015000163
0101507229X,01015000163
0101507230X,01015000163
0101507231X,01015000163
0101507232X,01015000163
0101507233X,01015000163
0101507234X,01015000163
0101507235X,01015000163
0101507236X,01015000164
0101507237X,01015000164
0101507238X,01015000164
0101507239X,01015000164
0101507240X,01015000164
0101507241X,01015000164
0101507242X,01015000164
0101507243X,01015000164
0101507244X,01015000164
0101507245X,01015000164
0101507246X,01015000164
0101507247X,01015000164
0101507248X,01015000164
0101507249X,01015000164
0101507250X,01015000164
0101507251X,01015000164
0101507252X,01015000164
0101507253X,01015000164
0101507254X,01015000164
0101507255X,01015000164
0101507256X,01015000164
0101507257X,01015000164
0101507258X,01015000164
0101507259X,01015000164
0101507260X,01015000164
0101507261X,01015000164
0101507262X,01015000164
0101507263X,01015000164
0101507264X,01015000164
0101507265X,01015000164
0101507266X,01015000164
0101507267X,01015000164
0101507268X,01015000164
0101507269X,01015000164
0101507270X,01015000164
0101507271X,01015000165
0101507272X,01015000165
0101507273X,01015000165
0101507274X,01015000165
0101507275X,01015000165
0101507276X,01015000165
0101507277X,01015000165
0101507278X,01015000165
0101507279X,01015000165
0101507280X,01015000165
0101507281X,01015000165
0101507282X,01015000165
0101507283X,01015000165
0101507284X,01015000165
0101507285X,01015000165
0101507286X,01015000165
0101507287X,01015000165
0101507288X,01015000165
0101507289X,01015000165
0101507290X,01015000165
0101507291X,01015000165
0101507292X,01015000165
0101507293X,01015000165
0101507294X,01015000165
0101507295X,01015000165
0101507296X,01015000165
0101507297X,01015000165
0101507298X,01015000165
0101507299X,01015000165
0101507300X,01015000165
0101507301X,01015000165
0101507302X,01015000165
0101507303X,01015000165
0101507304X,01015000165
0101507305X,01015000165
0101507306X,01015000165
0101507307X,01015000165
0101507308X,01015000165
0101507309X,01015000165
0101507310X,01015000165
0101507311X,01015000165
0101507312X,01015000165
0101507313X,01015000165
0101507314X,01015000165
0101507315X,01015000165
0101507316X,01015000165
0101507317X,01015000165
0101507318X,01015000165
0101507319X,01015000165
0101507320X,01015000165
0101507321X,01015000165
0101507322X,01015000165
0101507323X,01015000165
0101507324X,01015000165
0101507325X,01015000165
0101507326X,01015000165
0101507327X,01015000165
0101507328X,01015000165
0101507329X,01015000166
0101507330X,01015000166
0101507331X,01015000166
0101507332X,01015000166
0101507333X,01015000166
0101507334X,01015000166
0101507335X,01015000166
0101507336X,01015000166
0101507337X,01015000166
0101507338X,01015000166
0101507339X,01015000166
0101507340X,01015000166
0101507341X,01015000166
0101507342X,01015000166
0101507343X,01015000166
0101507344X,01015000166
0101507345X,01015000166
0101507346X,01015000166
0101507347X,01015000166
0101507348X,01015000166
0101507349X,01015000166
0101507350X,01015000166
0101507351X,01015000166
0101507352X,01015000166
0101507353X,01015000166
0101507354X,01015000166
0101507355X,01015000166
0101507356X,01015000166
0101507357X,01015000166
0101507358X,01015000166
0101507359X,01015000166
0101507360X,01015000166
0101507361X,01015000166
0101507362X,01015000166
0101507363X,01015000166
0101507364X,01015000166
0101507365X,01015000166
0101507366X,01015000166
0101507367X,01015000166
0101507368X,01015000166
0101507369X,01015000166
0101507370X,01015000166
0101507371X,01015000166
0101507372X,01015000166
0101507373X,01015000166
0101507374X,01015000166
0101507375X,01015000166
0101507376X,01015000167
0101507377X,01015000167
0101507378X,01015000167
0101507379X,01015000167
0101507380X,01015000167
0101507381X,01015000167
0101507382X,01015000167
0101507383X,01015000167
0101507384X,01015000167
0101507385X,01015000167
0101507386X,01015000167
0101507387X,01015000167
0101507388X,01015000167
0101507389X,01015000167
0101507390X,01015000167
0101507391X,01015000167
0101507392X,01015000167
0101507393X,01015000167
0101507394X,01015000167
0101507395X,01015000167
0101507396X,01015000167
0101507397X,01015000167
0101507398X,01015000167
0101507399X,01015000167
0101507400X,01015000167
0101507401X,01015000167
0101507402X,01015000167
0101507403X,01015000167
0101507404X,01015000167
0101507405X,01015000167
0101507406X,01015000167
0101507407X,01015000167
0101507408X,01015000167
0101507409X,01015000167
0101507410X,01015000167
0101507411X,01015000167
0101507412X,01015000167
0101507413X,01015000167
